content_id,path,kind,content_status,application_status,owner,review_date,publication
AC-155,01-body-of-knowledge/meter-inspection-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-156,01-body-of-knowledge/meter-inspection-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-157,01-body-of-knowledge/meter-inspection-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-158,01-body-of-knowledge/meter-inspection-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-159,01-body-of-knowledge/meter-inspection-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-160,01-body-of-knowledge/meter-inspection-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-161,01-body-of-knowledge/meter-installation-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-162,01-body-of-knowledge/meter-installation-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-163,01-body-of-knowledge/meter-installation-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-164,01-body-of-knowledge/meter-installation-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-165,01-body-of-knowledge/meter-installation-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-166,01-body-of-knowledge/meter-installation-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-167,01-body-of-knowledge/meter-lifecycle-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-168,01-body-of-knowledge/meter-procurement-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-169,01-body-of-knowledge/meter-procurement-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-170,01-body-of-knowledge/meter-procurement-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-171,01-body-of-knowledge/meter-reading-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-172,01-body-of-knowledge/meter-reading-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-173,01-body-of-knowledge/meter-reading-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-174,01-body-of-knowledge/meter-reading-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-175,01-body-of-knowledge/meter-reading-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-176,01-body-of-knowledge/meter-reading-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-177,01-body-of-knowledge/meter-reconnection-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-178,01-body-of-knowledge/meter-reconnection-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-179,01-body-of-knowledge/meter-reconnection-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-180,01-body-of-knowledge/meter-reconnection-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-181,01-body-of-knowledge/meter-reconnection-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-182,01-body-of-knowledge/meter-reconnection-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-183,01-body-of-knowledge/meter-removal-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-184,01-body-of-knowledge/meter-removal-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-185,01-body-of-knowledge/meter-removal-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-186,01-body-of-knowledge/meter-removal-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-187,01-body-of-knowledge/meter-removal-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-188,01-body-of-knowledge/meter-removal-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-189,01-body-of-knowledge/meter-vending-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-190,01-body-of-knowledge/meter-vending-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-191,01-body-of-knowledge/meter-vending-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-192,01-body-of-knowledge/meter-vending-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-193,01-body-of-knowledge/no-access-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-194,01-body-of-knowledge/no-access-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-195,01-body-of-knowledge/no-access-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-196,01-body-of-knowledge/no-access-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-197,01-body-of-knowledge/no-access-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-198,01-body-of-knowledge/no-access-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-199,01-body-of-knowledge/operational-teams-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-200,01-body-of-knowledge/operational-teams-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-201,01-body-of-knowledge/operational-teams-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-202,01-body-of-knowledge/operational-teams-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-203,01-body-of-knowledge/operational-teams-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-204,01-body-of-knowledge/password-reset-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-205,01-body-of-knowledge/password-reset-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-206,01-body-of-knowledge/password-reset-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-207,01-body-of-knowledge/password-reset-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-208,01-body-of-knowledge/password-reset-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-209,01-body-of-knowledge/password-reset-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-210,01-body-of-knowledge/phone-verification-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-211,01-body-of-knowledge/phone-verification-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-212,01-body-of-knowledge/phone-verification-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-213,01-body-of-knowledge/phone-verification-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-214,01-body-of-knowledge/phone-verification-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-215,01-body-of-knowledge/premise-account-data-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-216,01-body-of-knowledge/premise-account-data-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-217,01-body-of-knowledge/premise-account-data-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-218,01-body-of-knowledge/premise-account-data-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-219,01-body-of-knowledge/premise-account-data-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-220,01-body-of-knowledge/premise-account-data-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-221,01-body-of-knowledge/premise-registration-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-222,01-body-of-knowledge/premise-registration-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-223,01-body-of-knowledge/premise-registration-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-224,01-body-of-knowledge/premise-registration-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-225,01-body-of-knowledge/premise-registration-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-226,01-body-of-knowledge/premise-registration-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-227,01-body-of-knowledge/reading-staging-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-228,01-body-of-knowledge/reading-staging-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-229,01-body-of-knowledge/reading-staging-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-230,01-body-of-knowledge/reading-staging-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-231,01-body-of-knowledge/reading-staging-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-232,01-body-of-knowledge/reading-staging-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-233,01-body-of-knowledge/report-generation-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-234,01-body-of-knowledge/report-generation-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-235,01-body-of-knowledge/report-generation-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-236,01-body-of-knowledge/report-generation-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-237,01-body-of-knowledge/report-generation-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-238,01-body-of-knowledge/report-generation-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-239,01-body-of-knowledge/service-provider-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-240,01-body-of-knowledge/service-provider-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-241,01-body-of-knowledge/service-provider-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-242,01-body-of-knowledge/service-provider-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-243,01-body-of-knowledge/service-provider-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-244,01-body-of-knowledge/settings-and-lookups-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-245,01-body-of-knowledge/settings-and-lookups-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-246,01-body-of-knowledge/settings-and-lookups-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-247,01-body-of-knowledge/settings-and-lookups-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-248,01-body-of-knowledge/settings-and-lookups-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-249,01-body-of-knowledge/settings-and-lookups-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-250,01-body-of-knowledge/sign-in-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-251,01-body-of-knowledge/sign-in-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-252,01-body-of-knowledge/sign-in-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-253,01-body-of-knowledge/sign-in-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-254,01-body-of-knowledge/sign-in-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-255,01-body-of-knowledge/sign-in-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-256,01-body-of-knowledge/sign-up-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-257,01-body-of-knowledge/sign-up-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-258,01-body-of-knowledge/sign-up-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-259,01-body-of-knowledge/sign-up-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-260,01-body-of-knowledge/sign-up-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-261,01-body-of-knowledge/sign-up-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-262,01-body-of-knowledge/store-dispatch-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-263,01-body-of-knowledge/store-dispatch-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-264,01-body-of-knowledge/store-dispatch-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-265,01-body-of-knowledge/store-receipt-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-266,01-body-of-knowledge/store-receipt-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-267,01-body-of-knowledge/store-receipt-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-268,01-body-of-knowledge/store-return-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-269,01-body-of-knowledge/store-return-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-270,01-body-of-knowledge/store-return-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-271,01-body-of-knowledge/targeted-batches-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-272,01-body-of-knowledge/targeted-batches-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-273,01-body-of-knowledge/targeted-batches-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-274,01-body-of-knowledge/targeted-batches-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-275,01-body-of-knowledge/targeted-batches-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-276,01-body-of-knowledge/targeted-batches-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-277,01-body-of-knowledge/tc-upload-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-278,01-body-of-knowledge/tc-upload-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-279,01-body-of-knowledge/tc-upload-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-280,01-body-of-knowledge/tc-upload-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-281,01-body-of-knowledge/tc-upload-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-282,01-body-of-knowledge/user-administration-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-283,01-body-of-knowledge/user-administration-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-284,01-body-of-knowledge/user-administration-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-285,01-body-of-knowledge/user-administration-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-286,01-body-of-knowledge/user-administration-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-287,01-body-of-knowledge/user-invitations-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-288,01-body-of-knowledge/user-invitations-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-289,01-body-of-knowledge/user-invitations-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-290,01-body-of-knowledge/user-invitations-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-291,01-body-of-knowledge/user-invitations-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-292,01-body-of-knowledge/user-invitations-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-293,01-body-of-knowledge/work-order-acceptance-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-294,01-body-of-knowledge/work-order-acceptance-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-295,01-body-of-knowledge/work-order-acceptance-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-296,01-body-of-knowledge/work-order-acceptance-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-297,01-body-of-knowledge/work-order-acceptance-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-298,01-body-of-knowledge/work-order-acceptance-validation-evidence.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-299,01-body-of-knowledge/workbase-selection-body-of-knowledge.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-300,01-body-of-knowledge/workbase-selection-error-register.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
